,Date,Adj Close,isPivot
64,08-04-2019,11604.5,0
65,09-04-2019,11671.9502,1
66,10-04-2019,11584.299809999999,0
67,11-04-2019,11596.7002,0
68,12-04-2019,11643.4502,0
69,15-04-2019,11690.34961,0
70,16-04-2019,11787.15039,1
71,18-04-2019,11752.799809999999,0
72,22-04-2019,11594.4502,0
73,23-04-2019,11575.9502,0
74,24-04-2019,11726.15039,0
75,25-04-2019,11641.799809999999,0
76,26-04-2019,11754.65039,1
77,30-04-2019,11748.15039,0
78,02-05-2019,11724.75,0
79,03-05-2019,11712.25,0
80,06-05-2019,11598.25,0
81,07-05-2019,11497.90039,0
82,08-05-2019,11359.4502,0
83,09-05-2019,11301.799809999999,0
84,10-05-2019,11278.90039,0
85,13-05-2019,11148.2002,0
86,14-05-2019,11222.049809999999,0
87,15-05-2019,11157.0,0
88,16-05-2019,11257.09961,0
89,17-05-2019,11407.15039,0
90,20-05-2019,11828.25,1
91,21-05-2019,11709.09961,0
92,22-05-2019,11737.90039,0
93,23-05-2019,11657.049809999999,0
94,24-05-2019,11844.09961,0
95,27-05-2019,11924.75,0
96,28-05-2019,11928.75,0
97,29-05-2019,11861.09961,0
98,30-05-2019,11945.90039,0
99,31-05-2019,11922.799809999999,0
100,03-06-2019,12088.549809999999,1
101,04-06-2019,12021.65039,0
102,06-06-2019,11843.75,0
103,07-06-2019,11870.65039,0
104,10-06-2019,11922.7002,0
105,11-06-2019,11965.59961,1
106,12-06-2019,11906.2002,0
107,13-06-2019,11914.049809999999,0
108,14-06-2019,11823.299809999999,0
109,17-06-2019,11672.15039,0
110,18-06-2019,11691.5,0
111,19-06-2019,11691.4502,0
112,20-06-2019,11831.75,1
113,21-06-2019,11724.09961,0
114,24-06-2019,11699.65039,0
115,25-06-2019,11796.4502,0
116,26-06-2019,11847.549809999999,1
117,27-06-2019,11841.549809999999,0
118,28-06-2019,11788.84961,0
119,01-07-2019,11865.59961,0
120,02-07-2019,11910.299809999999,0
121,03-07-2019,11916.75,0
122,04-07-2019,11946.75,1
123,05-07-2019,11811.15039,0
124,08-07-2019,11558.59961,0
125,09-07-2019,11555.90039,0
126,10-07-2019,11498.90039,0
127,11-07-2019,11582.90039,0
128,12-07-2019,11552.5,0
129,15-07-2019,11588.34961,0
130,16-07-2019,11662.59961,0
131,17-07-2019,11687.5,1
132,18-07-2019,11596.90039,0
133,19-07-2019,11419.25,0
134,22-07-2019,11346.2002,0
135,23-07-2019,11331.049809999999,0
136,24-07-2019,11271.299809999999,0
137,25-07-2019,11252.15039,0
138,26-07-2019,11284.299809999999,0
139,29-07-2019,11189.2002,1
140,30-07-2019,11085.40039,0
141,31-07-2019,11118.0,0
142,01-08-2019,10980.0,0
143,02-08-2019,10997.34961,0
144,05-08-2019,10862.59961,0
145,06-08-2019,10948.25,0
146,07-08-2019,10855.5,0
147,08-08-2019,11032.4502,0
148,09-08-2019,11109.65039,1
149,13-08-2019,10925.84961,0
150,14-08-2019,11029.40039,0
151,16-08-2019,11047.799809999999,0
152,19-08-2019,11053.90039,1
153,20-08-2019,11017.0,0
154,21-08-2019,10918.7002,0
155,22-08-2019,10741.34961,0
156,23-08-2019,10829.34961,0
157,26-08-2019,11057.84961,0
158,27-08-2019,11105.34961,1
159,28-08-2019,11046.09961,0
160,29-08-2019,10948.299809999999,0
161,30-08-2019,11023.25,0
162,03-09-2019,10797.90039,0
163,04-09-2019,10844.65039,0
164,05-09-2019,10847.90039,0
165,06-09-2019,10946.2002,0
166,09-09-2019,11003.049809999999,0
167,11-09-2019,11035.7002,0
168,12-09-2019,10982.799809999999,0
169,13-09-2019,11075.90039,1
170,16-09-2019,11003.5,0
171,17-09-2019,10817.59961,0
172,18-09-2019,10840.65039,0
173,19-09-2019,10704.799809999999,0
174,20-09-2019,11274.2002,0
175,23-09-2019,11600.2002,1
176,24-09-2019,11588.2002,0
177,25-09-2019,11440.2002,0
178,26-09-2019,11571.2002,0
179,27-09-2019,11512.40039,0
180,30-09-2019,11474.4502,0
181,01-10-2019,11359.90039,0
182,03-10-2019,11314.0,0
183,04-10-2019,11174.75,0
184,07-10-2019,11126.40039,0
185,09-10-2019,11313.299809999999,0
186,10-10-2019,11234.549809999999,0
187,11-10-2019,11305.049809999999,0
188,14-10-2019,11341.15039,0
189,15-10-2019,11428.299809999999,0
190,16-10-2019,11464.0,0
191,17-10-2019,11586.34961,0
192,18-10-2019,11661.84961,1
193,22-10-2019,11588.34961,0
194,23-10-2019,11604.09961,0
195,24-10-2019,11582.59961,0
196,25-10-2019,11583.90039,0
197,29-10-2019,11786.84961,0
198,30-10-2019,11844.09961,0
199,31-10-2019,11877.4502,0
200,01-11-2019,11890.59961,0
201,04-11-2019,11941.299809999999,0
202,05-11-2019,11917.2002,0
203,06-11-2019,11966.049809999999,0
204,07-11-2019,12012.049809999999,1
205,08-11-2019,11908.15039,0
206,11-11-2019,11913.4502,0
207,13-11-2019,11840.4502,0
208,14-11-2019,11872.09961,0
209,15-11-2019,11895.4502,0
210,18-11-2019,11884.5,0
211,19-11-2019,11940.09961,0
212,20-11-2019,11999.09961,1
213,21-11-2019,11968.40039,0
214,22-11-2019,11914.40039,0
215,25-11-2019,12073.75,0
216,26-11-2019,12037.7002,0
217,27-11-2019,12100.7002,0
218,28-11-2019,12151.15039,1
219,29-11-2019,12056.049809999999,0
220,02-12-2019,12048.2002,0
221,03-12-2019,11994.2002,0
222,04-12-2019,12043.2002,0
223,05-12-2019,12018.40039,0
224,06-12-2019,11921.5,0
225,09-12-2019,11937.5,0
226,10-12-2019,11856.799809999999,0
227,11-12-2019,11910.15039,0
228,12-12-2019,11971.799809999999,0
229,13-12-2019,12086.7002,0
230,16-12-2019,12053.9502,0
231,17-12-2019,12165.0,0
232,18-12-2019,12221.65039,0
233,19-12-2019,12259.7002,0
234,20-12-2019,12271.799809999999,1
235,23-12-2019,12262.75,0
236,24-12-2019,12214.549809999999,0
237,26-12-2019,12126.549809999999,0
238,27-12-2019,12245.799809999999,0
239,30-12-2019,12255.84961,1
240,31-12-2019,12168.4502,0
241,01-01-2020,12182.5,0
242,02-01-2020,12282.2002,1
243,03-01-2020,12226.65039,0
244,06-01-2020,11993.049809999999,0
245,07-01-2020,12052.9502,0
246,08-01-2020,12025.34961,0
247,09-01-2020,12215.90039,0
248,10-01-2020,12256.799809999999,0
249,13-01-2020,12329.549809999999,0
250,14-01-2020,12362.299809999999,1
251,15-01-2020,12343.299809999999,0
252,16-01-2020,12355.5,0
253,17-01-2020,12352.34961,0
254,20-01-2020,12224.549809999999,0
255,21-01-2020,12169.84961,0
256,22-01-2020,12106.90039,0
257,23-01-2020,12180.34961,0
258,24-01-2020,12248.25,1
259,27-01-2020,12119.0,0
260,28-01-2020,12055.799809999999,0
261,29-01-2020,12129.5,0
262,30-01-2020,12035.799809999999,1
263,31-01-2020,11962.09961,0
264,03-02-2020,11707.90039,0
265,04-02-2020,11979.65039,0
266,05-02-2020,12089.15039,0
267,06-02-2020,12137.9502,1
268,07-02-2020,12098.34961,0
269,10-02-2020,12031.5,0
270,11-02-2020,12107.90039,0
271,12-02-2020,12201.2002,1
272,13-02-2020,12174.65039,0
273,14-02-2020,12113.4502,0
274,17-02-2020,12045.799809999999,0
275,18-02-2020,11992.5,0
276,19-02-2020,12125.90039,1
277,20-02-2020,12080.84961,0
278,24-02-2020,11829.40039,0
279,25-02-2020,11797.90039,0
280,26-02-2020,11678.5,0
281,27-02-2020,11633.299809999999,0
282,28-02-2020,11201.75,0
283,02-03-2020,11132.75,0
284,03-03-2020,11303.299809999999,0
285,04-03-2020,11251.0,1
286,05-03-2020,11269.0,0
287,06-03-2020,10989.4502,0
288,09-03-2020,10451.4502,0
289,11-03-2020,10458.40039,0
290,12-03-2020,9590.150391,0
291,13-03-2020,9955.200195,0
292,16-03-2020,9197.400391,0
293,17-03-2020,8967.049805,0
294,18-03-2020,8468.799805,0
295,19-03-2020,8263.450195,0
296,20-03-2020,8745.450195,0
297,23-03-2020,7610.25,1
298,24-03-2020,7801.049805,0
299,25-03-2020,8317.849609,0
300,26-03-2020,8641.450195,0
301,27-03-2020,8660.25,1
302,30-03-2020,8281.099609,0
303,31-03-2020,8597.75,0
304,01-04-2020,8253.799805,0
305,03-04-2020,8083.799805,0
306,07-04-2020,8792.200195,0
307,08-04-2020,8748.75,0
308,09-04-2020,9111.900391,1
309,13-04-2020,8993.849609,0
310,15-04-2020,8925.299805,0
311,16-04-2020,8992.799805,0
312,17-04-2020,9266.75,1
313,20-04-2020,9261.849609,0
314,21-04-2020,8981.450195,0
315,22-04-2020,9187.299805,0
316,23-04-2020,9313.900391,1
317,24-04-2020,9154.400391,0
318,27-04-2020,9282.299805,0
319,28-04-2020,9380.900391,0
320,29-04-2020,9553.349609,0
321,30-04-2020,9859.900391,1
322,04-05-2020,9293.5,0
323,05-05-2020,9205.599609,0
324,06-05-2020,9270.900391,0
325,07-05-2020,9199.049805,0
326,08-05-2020,9251.5,0
327,11-05-2020,9239.200195,0
328,12-05-2020,9196.549805,0
329,13-05-2020,9383.549805,1
330,14-05-2020,9142.75,0
331,15-05-2020,9136.849609,0
332,18-05-2020,8823.25,0
333,19-05-2020,8879.099609,0
334,20-05-2020,9066.549805,0
335,21-05-2020,9106.25,1
336,22-05-2020,9039.25,0
337,26-05-2020,9029.049805,0
338,27-05-2020,9314.950195,0
339,28-05-2020,9490.099609,0
340,29-05-2020,9580.299805,0
341,01-06-2020,9826.150391,0
342,02-06-2020,9979.099609,0
343,03-06-2020,10061.549809999999,0
344,04-06-2020,10029.09961,0
345,05-06-2020,10142.15039,0
346,08-06-2020,10167.4502,1
347,09-06-2020,10046.65039,0
348,10-06-2020,10116.15039,0
349,11-06-2020,9902.0,0
350,12-06-2020,9972.900391,0
351,15-06-2020,9813.700195,0
352,16-06-2020,9914.0,0
353,17-06-2020,9881.150391,0
354,18-06-2020,10091.65039,0
355,19-06-2020,10244.40039,0
356,22-06-2020,10311.2002,0
357,23-06-2020,10471.0,1
358,24-06-2020,10305.299809999999,0
359,25-06-2020,10288.90039,0
360,26-06-2020,10383.0,0
361,29-06-2020,10312.40039,0
362,30-06-2020,10302.09961,0
363,01-07-2020,10430.049809999999,0
364,02-07-2020,10551.7002,0
365,03-07-2020,10607.34961,0
366,06-07-2020,10763.65039,0
367,07-07-2020,10799.65039,0
368,08-07-2020,10705.75,0
369,09-07-2020,10813.4502,1
370,10-07-2020,10768.049809999999,0
371,13-07-2020,10802.7002,0
372,14-07-2020,10607.34961,0
373,15-07-2020,10618.2002,0
374,16-07-2020,10739.9502,0
375,17-07-2020,10901.7002,0
376,20-07-2020,11022.2002,0
377,21-07-2020,11162.25,0
378,22-07-2020,11132.59961,0
379,23-07-2020,11215.4502,1
380,24-07-2020,11194.15039,0
381,27-07-2020,11131.799809999999,0
382,28-07-2020,11300.549809999999,1
383,29-07-2020,11202.84961,0
384,30-07-2020,11102.15039,0
385,31-07-2020,11073.4502,0
386,03-08-2020,10891.59961,0
387,04-08-2020,11095.25,0
388,05-08-2020,11101.65039,0
389,06-08-2020,11200.15039,0
390,07-08-2020,11214.049809999999,0
391,10-08-2020,11270.15039,0
392,11-08-2020,11322.5,1
393,12-08-2020,11308.40039,0
394,13-08-2020,11300.4502,0
395,14-08-2020,11178.40039,0
396,17-08-2020,11247.09961,0
397,18-08-2020,11385.34961,0
398,19-08-2020,11408.40039,1
399,20-08-2020,11312.2002,0
400,21-08-2020,11371.59961,0
401,24-08-2020,11466.4502,0
402,25-08-2020,11472.25,0
403,26-08-2020,11549.59961,0
404,27-08-2020,11559.25,0
405,28-08-2020,11647.59961,1
406,31-08-2020,11387.5,0
407,01-09-2020,11470.25,0
408,02-09-2020,11535.0,0
409,03-09-2020,11527.4502,1
410,04-09-2020,11333.84961,0
411,07-09-2020,11355.049809999999,0
412,08-09-2020,11317.34961,0
413,09-09-2020,11278.0,0
414,10-09-2020,11449.25,0
415,11-09-2020,11464.4502,0
416,14-09-2020,11440.049809999999,0
417,15-09-2020,11521.799809999999,0
418,16-09-2020,11604.549809999999,1
419,17-09-2020,11516.09961,0
420,18-09-2020,11504.9502,0
421,21-09-2020,11250.549809999999,0
422,22-09-2020,11153.65039,0
423,23-09-2020,11131.84961,0
424,24-09-2020,10805.549809999999,0
425,25-09-2020,11050.25,0
426,28-09-2020,11227.549809999999,0
427,29-09-2020,11222.40039,0
428,30-09-2020,11247.549809999999,0
429,01-10-2020,11416.9502,0
430,05-10-2020,11503.34961,0
431,06-10-2020,11662.40039,0
432,07-10-2020,11738.84961,0
433,08-10-2020,11834.59961,0
434,09-10-2020,11914.2002,0
435,12-10-2020,11930.9502,0
436,13-10-2020,11934.5,0
437,14-10-2020,11971.049809999999,1
438,15-10-2020,11680.34961,0
439,16-10-2020,11762.4502,0
440,19-10-2020,11873.049809999999,0
441,20-10-2020,11896.799809999999,0
442,21-10-2020,11937.65039,1
443,22-10-2020,11896.4502,0
444,23-10-2020,11930.34961,0
445,26-10-2020,11767.75,0
446,27-10-2020,11889.40039,0
447,28-10-2020,11729.59961,0
448,29-10-2020,11670.799809999999,0
449,30-10-2020,11642.40039,0
450,02-11-2020,11669.15039,0
451,03-11-2020,11813.5,0
452,04-11-2020,11908.5,0
453,05-11-2020,12120.299809999999,0
454,06-11-2020,12263.549809999999,0
455,09-11-2020,12461.049809999999,0
456,10-11-2020,12631.09961,0
457,11-11-2020,12749.15039,1
458,12-11-2020,12690.799809999999,0
459,13-11-2020,12719.9502,0
460,17-11-2020,12874.2002,0
461,18-11-2020,12938.25,1
462,19-11-2020,12771.7002,0
463,20-11-2020,12859.049809999999,0
464,23-11-2020,12926.4502,0
465,24-11-2020,13055.15039,1
466,25-11-2020,12858.40039,0
467,26-11-2020,12987.0,0
468,27-11-2020,12968.9502,0
469,01-12-2020,13109.049809999999,0
470,02-12-2020,13113.75,0
471,03-12-2020,13133.90039,0
472,04-12-2020,13258.549809999999,0
473,07-12-2020,13355.75,0
474,08-12-2020,13392.9502,0
475,09-12-2020,13529.09961,1
476,10-12-2020,13478.299809999999,0
477,11-12-2020,13513.84961,0
478,14-12-2020,13558.15039,0
479,15-12-2020,13567.84961,0
480,16-12-2020,13682.7002,0
481,17-12-2020,13740.7002,0
482,18-12-2020,13760.549809999999,1
483,21-12-2020,13328.40039,0
484,22-12-2020,13466.299809999999,0
485,23-12-2020,13601.09961,0
486,24-12-2020,13749.25,0
487,28-12-2020,13873.2002,0
488,29-12-2020,13932.59961,0
489,30-12-2020,13981.9502,0
490,31-12-2020,13981.75,0
491,04-01-2021,14132.90039,0
492,05-01-2021,14199.5,1
493,06-01-2021,14146.25,0
494,07-01-2021,14137.34961,0
495,08-01-2021,14347.25,0
496,11-01-2021,14484.75,0
497,12-01-2021,14563.4502,0
498,13-01-2021,14564.84961,0
499,14-01-2021,14595.59961,0
500,15-01-2021,14433.7002,0
